,name
2360,"Muffin, English, whole grain white"
2361,"Breadsticks, hard, whole wheat"
2362,"Roll, wheat or cracked wheat"
2363,"Roll, wheat or cracked wheat, hot dog bun"
2364,"Roll, wheat or cracked wheat, hamburger bun"
2365,"Roll, whole wheat"
2366,"Roll, whole wheat, hot dog bun"
2367,"Roll, whole wheat, hamburger bun"
2368,"Roll, whole grain white"
2369,"Roll, whole grain white, hot dog bun"
2370,"Roll, whole grain white, hamburger bun"
2371,"Bread, rye"
2372,"Bread, rye, toasted"
2373,"Bread, marble rye and pumpernickel"
2374,"Bread, marble rye and pumpernickel, toasted"
2375,"Muffin, English, rye"
2376,"Bread, pumpernickel"
2377,"Bread, pumpernickel, toasted"
2378,"Bagel, pumpernickel"
2379,"Muffin, English, pumpernickel"
2380,"Bread, black"
2381,"Bread, black, toasted"
2382,"Roll, rye"
2383,"Roll, pumpernickel"
2384,"Bread, oatmeal"
2385,"Bread, oatmeal, toasted"
2386,"Bread, oat bran"
2387,"Bread, oat bran, toasted"
2388,"Bagel, oat bran"
2389,"Roll, oatmeal"
2390,"Muffin, English, oat bran"
2391,"Muffin, English, oat bran, with raisins"
2392,"Bread, multigrain, toasted"
2393,"Bread, multigrain"
2394,"Bread, multigrain, with raisins"
2395,"Bread, multigrain, with raisins, toasted"
2396,"Bread, multigrain, reduced calorie and/or high fiber"
2397,"Bread, multigrain, reduced calorie and/or high fiber, toasted"
2398,"Roll, multigrain"
2399,"Roll, multigrain, hot dog bun"
2400,"Roll, multigrain, hamburger bun"
2401,"Bagel, multigrain"
2402,"Bagel, multigrain, with raisins"
2403,"Muffin, English, multigrain"
2404,"Bread, barley"
2405,"Bread, barley, toasted"
2406,"Bread, soy"
2407,"Bread, soy, toasted"
2408,"Bread, sunflower meal"
2409,"Bread, sunflower meal, toasted"
2410,"Bread, rice"
2411,"Bread, rice, toasted"
2412,"Injera, Ethiopian bread"
2413,"Bread, gluten free"
2414,"Bread, gluten free, toasted"
2415,"Breadsticks, hard, gluten free"
2416,"Roll, gluten free"
2417,"Biscuit, NFS"
2418,"Biscuit, from refrigerated dough"
2419,"Biscuit, from fast food / restaurant"
2420,"Biscuit, home recipe"
2421,"Biscuit, wheat"
2422,"Biscuit, cheese"
2423,Biscuit with fruit
2424,Scone
2425,"Scone, with fruit"
2426,"Cornbread, prepared from mix"
2427,"Cornbread, made from home recipe"
2428,Cornbread stuffing
2429,"Cornbread muffin, stick, round"
2430,"Cornbread muffin, stick, round, made from home recipe"
2431,"Corn flour patty or tart, fried"
2432,"Corn pone, baked"
2433,"Corn pone, fried"
2434,"Gordita/sope shell, plain, no filling"
2435,Hush puppy
2436,Johnnycake
2437,Spoonbread
2438,"Tortilla, NFS"
2439,"Tortilla, corn"
2440,"Tortilla, flour"
2441,"Tortilla, whole wheat"
2442,"Taco shell, corn"
2443,"Taco shell, flour"
2444,Arepa Dominicana
2445,"Muffin, NFS"
2446,"Muffin, fruit"
2447,"Muffin, fruit, low fat"
2448,"Muffin, chocolate chip"
2449,"Muffin, chocolate"
2450,"Muffin, whole wheat"
2451,"Muffin, wheat"
2452,"Muffin, whole grain"
2453,"Muffin, wheat bran"
2454,"Muffin, bran with fruit, lowfat"
2455,"Muffin, oatmeal"
2456,"Muffin, oat bran"
2457,"Muffin, plain"
2458,"Muffin, cheese"
2459,"Muffin, pumpkin"
2460,"Muffin, zucchini"
2461,"Muffin, carrot"
2462,Popover
2463,"Bread, Boston Brown"
2464,"Bread, nut"
2465,"Bread, pumpkin"
2466,"Bread, fruit"
2467,"Bread, zucchini"
2468,"Bread, Irish soda"
2469,"Cake or cupcake, NFS"
2470,"Cake, angel food"
2471,"Cake or cupcake, apple"
2472,"Cake or cupcake, banana"
2473,"Cake or cupcake, Black Forest"
2474,"Cake, Boston cream pie"
2475,"Cake or cupcake, carrot"
2476,"Cake or cupcake, coconut"
2477,"Cheesecake, plain"
2478,"Cheesecake, fruit"
2479,"Cheesecake, chocolate"
2480,"Cake or cupcake, chocolate with white icing, bakery"
2481,"Cake or cupcake, chocolate with white icing, from mix"
2482,"Cake or cupcake, chocolate with chocolate icing, bakery"
2483,"Cake or cupcake, chocolate with chocolate icing, from mix"
2484,"Cake or cupcake, chocolate, no icing"
2485,"Cake or cupcake, German chocolate"
2486,"Cake or cupcake, gluten free"
2487,"Cake, chocolate, flourless"
2488,"Cake, cream"
2489,"Snack cake, chocolate"
2490,"Snack cake, white"
2491,"Cake, fruit cake"
2492,"Cake or cupcake, gingerbread"
2493,Ice cream cake
2494,"Cake, jelly roll"
2495,"Cake or cupcake, lemon"
2496,"Cake or cupcake, marble"
2497,"Cake or cupcake, peanut butter"
2498,"Cake, pound"
2499,"Cake or cupcake, pumpkin"
2500,"Cake or cupcake, red velvet"
2501,"Cake or cupcake, spice"
2502,"Cake, sponge"
2503,"Cake or cupcake, strawberry"
2504,"Cake, torte"
2505,"Cake, tres leche"
2506,"Cake, pineapple, upside down"
2507,"Cake or cupcake, white with white icing, bakery"
2508,"Cake or cupcake, white with white icing, from mix"
2509,"Cake or cupcake, white with chocolate icing, bakery"
2510,"Cake or cupcake, white with chocolate icing, from mix"
2511,"Cake or cupcake, white, no icing"
2512,"Cake, strawberry shortcake"
2513,"Cake or cupcake, zucchini"
2514,"Cookie, batter or dough, raw"
2515,"Cookie, NFS"
2516,"Cookie, almond"
2517,"Cookie, applesauce"
2518,"Cookie, biscotti"
2519,"Cookie, brownie, NS as to icing"
2520,"Cookie, brownie, without icing"
2521,"Cookie, brownie, with icing or filling"
2522,"Cookie, brownie, reduced fat, NS as to icing"
2523,"Cookie, butterscotch, brownie"
2524,"Cookie, bar, with chocolate"
2525,"Cookie, chocolate chip"
2526,"Cookie, chocolate chip, made from home recipe or purchased at a bakery"
2527,"Cookie, chocolate chip, reduced fat"
2528,"Cookie, chocolate chip sandwich"
2529,"Cookie, chocolate, made with rice cereal"
2530,"Cookie, chocolate, made with oatmeal and coconut, no bake"
2531,"Cookie, chocolate or fudge"
2532,"Cookie, marshmallow, chocolate-covered"
2533,"Cookie, marshmallow pie, chocolate covered"
2534,"Cookie, chocolate, with icing or coating"
2535,"Cookie, sugar wafer, chocolate-covered"
2536,"Cookie, chocolate sandwich"
2537,"Cookie, chocolate sandwich, reduced fat"
2538,"Cookie, chocolate, sandwich, with extra filling"
2539,"Cookie, chocolate and vanilla sandwich"
2540,"Cookie, chocolate wafer"
2541,"Cookie, graham cracker with chocolate and marshmallow"
2542,"Cookie bar, with chocolate, nuts, and graham crackers"
2543,"Cookie, coconut"
2544,"Cookie, fruit-filled bar"
2545,"Cookie, fig bar"
2546,"Cookie, fortune"
2547,"Cookie, cone shell, ice cream type, wafer or cake"
2548,"Cookie, gingersnaps"
2549,"Cookie, granola"
2550,"Cookie, ladyfinger"
2551,"Cookie, lemon bar"
2552,"Cookie, macaroon"
2553,"Cookie, marshmallow, with coconut"
2554,"Cookie, marshmallow, with rice cereal, no bake"
2555,"Cookie, marshmallow, with rice cereal and chocolate chips"
2556,"Cookie, marshmallow and peanut butter, with oat cereal, no bake"
2557,"Cookie, meringue"
2558,"Cookie, molasses"
2559,"Cookie, Lebkuchen"
2560,"Cookie, multigrain, high fiber"
2561,"Cookie, oatmeal"
2562,"Cookie, oatmeal, with raisins"
2563,"Cookie, oatmeal, reduced fat, NS as to raisins"
2564,"Cookie, oatmeal sandwich, with creme filling"
2565,"Cookie, oatmeal, with chocolate chips"
2566,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
2567,"Cookie, oatmeal, with chocolate and peanut butter, no bake"
2568,"Cookie, peanut butter"
2569,"Cookie, peanut butter, with chocolate"
2570,"Cookie, peanut butter with rice cereal, no bake"
2571,"Cookie, peanut butter sandwich"
2572,"Cookie, with peanut butter filling, chocolate-coated"
2573,"Cookie, Pfeffernusse"
2574,"Cookie, Pizzelle"
2575,"Cookie, pumpkin"
2576,"Cookie, raisin"
2577,"Cookie, raisin sandwich, cream-filled"
2578,"Cookie, rum ball, no bake"
2579,"Cookie, sandwich-type, not chocolate or vanilla"
2580,"Cookie, shortbread"
2581,"Cookie, shortbread, reduced fat"
2582,"Cookie, shortbread, with icing or filling"
2583,Pocky
2584,"Cookie, animal"
2585,"Cookie, animal, with frosting or icing"
2586,"Cookie, butter or sugar"
2587,Marie biscuit
2588,"Cookie, butter or sugar, with fruit and/or nuts"
2589,"Cookie, sugar wafer"
2590,"Cookie, toffee bar"
2591,"Cookie, vanilla sandwich"
2592,"Cookie, vanilla sandwich, extra filling"
2593,"Cookie, vanilla sandwich, reduced fat"
2594,"Cookie, butter or sugar, with chocolate icing or filling"
2595,"Cookie, butter or sugar, with icing or filling other than chocolate"
2596,"Cookie, tea, Japanese"
2597,"Cookie, vanilla wafer"
2598,"Cookie, vanilla wafer, reduced fat"
2599,"Cookie, vanilla with caramel, coconut, and chocolate coating"
2600,"Cookie, rugelach"
2601,"Cookie, chocolate chip, reduced sugar"
2602,"Cookie, oatmeal, reduced sugar"
2603,"Cookie, sandwich, reduced sugar"
2604,"Cookie, sugar or plain, sugar free"
2605,"Cookie, sugar wafer, sugar free"
2606,"Cookie, peanut butter, sugar free"
2607,"Cookie, gluten free"
2608,"Cookies, Puerto Rican style"
2609,"Pie, NFS"
2610,"Tart, all types"
2611,"Pie, apple"
2612,"Pie, apple, fast food"
2613,"Pie, berry"
2614,"Pie, blueberry"
2615,"Pie, cherry"
2616,"Pie, lemon"
2617,"Pie, key lime"
2618,"Pie, peach"
2619,"Pie, strawberry"
2620,"Pie, banana cream"
2621,"Pie, chocolate cream"
2622,"Pie, coconut cream"
2623,"Pie, custard"
2624,Dessert pizza
2625,"Pie, peanut butter cream"
2626,"Pie, pineapple cream"
2627,"Pie, pumpkin"
2628,"Pie, sweet potato"
2629,"Pie, vanilla cream"
2630,"Pie, lemon meringue"
2631,"Pie, pecan"
2632,"Pie, oatmeal"
2633,Pie shell
2634,"Pie shell, graham cracker"
2635,"Cobbler, apple"
2636,"Cobbler, berry"
2637,"Cobbler, cherry"
2638,"Cobbler, peach"
2639,"Crisp, apple"
2640,"Fritter, plain"
2641,"Fritter, fruit"
2642,"Crisp, berry"
2643,"Crisp, cherry"
2644,"Crisp, peach"
2645,"Cream puff, eclair, custard or cream filled, NS as to icing"
2646,"Cream puff, eclair, custard or cream filled, not iced"
2647,"Cream puff, eclair, custard or cream filled, iced"
2648,"Cream puff, eclair, custard or cream filled, iced, reduced fat"
2649,"Cream puff, no filling or icing"
2650,"Sopaipilla, without syrup or honey"
2651,Sopaipilla with syrup or honey
2652,"Crepe, chocolate filled"
2653,"Crepe, fruit filled"
2654,"Tamale, sweet"
2655,"Strudel, apple"
2656,"Strudel, berry"
2657,"Strudel, cherry"
2658,"Strudel, cheese"
2659,"Strudel, peach"
2660,Baklava
2661,Basbousa
2662,"Turnover, fruit"
2663,"Pastry, fruit-filled"
2664,"Pastry, made with bean or lotus seed paste filling, baked"
2665,"Pastry, made with bean paste and salted egg yolk filling, baked"
2666,"Pastry, Chinese, made with rice flour"
2667,"Pastry, cookie type, fried"
2668,"Pastry, Italian, with cheese"
2669,"Pastry, puff"
2670,"Pastry, puff, custard or cream filled, iced or not iced"
2671,Cheese pastry puffs
2672,"Pastry, mainly flour and water, fried"
2673,"Empanada, fruit"
2674,"Breakfast pastry, NFS"
2675,"Danish pastry, plain or spice"
2676,"Danish pastry, with fruit"
2677,"Danish pastry, with cheese"
2678,"Doughnut, NFS"
2679,"Doughnut, cake type, plain"
2680,"Doughnut, chocolate"
2681,"Doughnut, cake type, powdered sugar"
2682,"Doughnut, cake type, with icing"
2683,"Doughnut, cake type, chocolate icing"
2684,"Doughnut, chocolate, with chocolate icing"
2685,Doughnut holes
2686,Churros
2687,Beignet
2688,"Doughnut, yeast type"
2689,"Doughnut, yeast type, with chocolate icing"
2690,"Doughnut, jelly"
2691,"Doughnut, custard-filled"
2692,"Doughnut, custard-filled, with icing"
2693,Breakfast tart
2694,"Breakfast tart, lowfat"
2695,"Coffee cake, crumb or quick-bread type"
2696,"Coffee cake, crumb or quick-bread type, with fruit"
2697,"Coffee cake, crumb or quick-bread type, cheese-filled"
2698,Cereal or granola bar (General Mills Fiber One Chewy Bar)
2699,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)
2700,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)
2701,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)
2702,Milk 'n Cereal bar
2703,Cereal or granola bar (Kellogg's Special K bar)
2704,Cereal or granola bar (Kashi Chewy)
2705,Cereal or granola bar (Kashi Crunchy)
2706,Cereal or granola bar (KIND Fruit and Nut Bar)
2707,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)
2708,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)"
2709,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)
2710,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)
2711,Cereal or granola bar (Quaker Chewy Granola Bar)
2712,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)
2713,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)
2714,Cereal or granola bar (Quaker Chewy Dipps Granola Bar)
2715,Cereal or granola bar (Quaker Granola Bites)
2716,"Snack bar, oatmeal"
2717,"Cereal or Granola bar, NFS"
2718,"Cereal or granola bar, lowfat, NFS"
2719,"Cereal or granola bar, nonfat"
2720,"Cereal or granola bar, reduced sugar, NFS"
2721,"Cereal or granola bar, fruit and nut"
2722,"Cereal or granola bar, peanuts , oats, sugar, wheat germ"
2723,"Cereal or granola bar, chocolate coated, NFS"
2724,"Cereal or granola bar, with coconut, chocolate coated"
2725,"Cereal or granola bar with nuts, chocolate coated"
2726,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating"
2727,"Cereal or granola bar, coated with non-chocolate coating"
2728,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating"
2729,"Cereal or granola bar, with rice cereal"
2730,"Breakfast bar, NFS"
2731,"Breakfast bar, date, with yogurt coating"
2732,"Breakfast bar, cereal crust with fruit filling, lowfat"
2733,Nutrition bar (Balance Original Bar)
2734,Nutrition bar (Clif Bar)
2735,Nutrition bar (Clif Kids Organic Zbar)
2736,Nutrition bar (PowerBar)
2737,Nutrition bar (Slim Fast Original Meal Bar)
2738,Nutrition bar (Snickers Marathon Protein Bar)
2739,Nutrition bar (South Beach Living Meal Bar)
2740,Nutrition bar (South Beach Living High Protein Bar)
2741,Nutrition bar (Tiger's Milk)
2742,Nutrition bar (Zone Perfect Classic Crunch)
2743,"Nutrition bar or meal replacement bar, NFS"
2744,"Baby Toddler snack, NFS"
2745,Baby Toddler bar
2746,Baby Toddler cookie
2747,Baby Toddler biscuit
2748,"Crackers, NFS"
2749,Graham crackers
2750,Graham crackers (Teddy Grahams)
2751,"Graham crackers, chocolate covered"
2752,"Crackers, oatmeal"
2753,"Crackers, Cuban"
2754,"Graham crackers, reduced fat"
2755,"Graham crackers, sandwich, with filling"
2756,"Crackers, breakfast biscuit"
2757,"Crackers, butter, reduced sodium"
2758,"Crackers, matzo, reduced sodium"
2759,"Crackers, saltine, reduced sodium"
2760,"Crackers, wheat, reduced sodium"
2761,"Crackers, woven wheat, reduced sodium"
2762,"Crackers, butter, plain"
2763,"Crackers, butter, flavored"
2764,"Crackers, butter (Ritz)"
2765,"Crackers, butter, reduced fat"
2766,"Crackers, cheese"
2767,"Crackers, cheese (Cheez-It)"
2768,"Crackers, cheese (Goldfish)"
2769,"Crackers, cheese, reduced fat"
2770,"Crackers, cheese, reduced sodium"
2771,"Crackers, cheese, whole grain"
2772,"Crackers, crispbread"
2773,"Crackers, flatbread"
2774,"Crackers, matzo"
2775,"Crackers, milk"
2776,"Crackers, oyster"
2777,"Chips, rice"
2778,Rice cake
2779,"Crackers, rice"
2780,"Crackers, rice and nuts"
2781,Popcorn cake
2782,Rice paper
2783,"Crackers, saltine"
2784,"Crackers, saltine, reduced fat"
2785,"Crackers, saltine, multigrain"
2786,"Crackers, multigrain"
2787,"Crackers, sandwich"
2788,"Crackers, sandwich, peanut butter filled"
2789,"Crackers, sandwich, peanut butter filled (Ritz)"
2790,"Crackers, sandwich, reduced fat, peanut butter filled"
2791,"Crackers, whole grain, sandwich, peanut butter filled"
2792,"Crackers, sandwich, cheese filled"
2793,"Crackers, sandwich, cheese filled (Ritz)"
2794,"Crackers, water"
2795,"Crackers, wonton"
2796,"Crackers, woven wheat"
2797,"Crackers, woven wheat, plain (Triscuit)"
2798,"Crackers, woven wheat, flavored (Triscuit)"
2799,"Crackers, woven wheat, reduced fat"
2800,"Crackers, wheat"
2801,"Crackers, wheat, plain (Wheat Thins)"
2802,"Crackers, wheat, flavored (Wheat Thins)"
2803,"Crackers, wheat, reduced fat"
2804,"Crackers, gluten free, plain"
2805,"Crackers, gluten free, flavored"
2806,Baby Toddler crackers
2807,"Baby Toddler puffs, fruit"
2808,"Baby Toddler puffs, vegetable"
2809,Baby Toddler crunchies
2810,Baby Toddler wheels
2811,Corn nuts
2812,"Corn chips, plain"
2813,"Corn chips, flavored"
2814,"Corn chips, plain (Fritos)"
2815,"Corn chips, flavored (Fritos)"
2816,Cheese flavored corn snacks
2817,"Cheese flavored corn snacks, reduced fat"
2818,"Tortilla chips, plain"
2819,Cheese flavored corn snacks (Cheetos)
2820,"Tortilla chips, flavored"
2821,"Corn chips, reduced sodium"
2822,"Tortilla chips, nacho cheese flavor (Doritos)"
2823,"Tortilla chips, cool ranch flavor (Doritos)"
2824,"Tortilla chips, other flavors (Doritos)"
2825,"Tortilla chips, reduced fat, plain"
2826,"Tortilla chips, reduced fat, flavored"
2827,"Tortilla chips, low fat, unsalted"
2828,"Tortilla chips, reduced sodium"
2829,Snack mix
2830,"Potato chips, restructured, multigrain"
2831,Pita chips
2832,"Popcorn, NFS"
2833,"Popcorn, movie theater, with added butter"
2834,"Popcorn, movie theater, no butter added"
2835,"Popcorn, air-popped, no butter added"
2836,"Popcorn, air-popped, with added butter"
2837,"Popcorn, popped in oil, no butter added"
2838,"Popcorn, popped in oil, with added butter"
2839,"Popcorn, microwave, NFS"
2840,"Popcorn, microwave, plain"
2841,"Popcorn, microwave, plain, light"
2842,"Popcorn, microwave, low sodium"
2843,"Popcorn, microwave, butter flavored"
2844,"Popcorn, microwave, flavored, light"
2845,"Popcorn, microwave, cheese flavored"
2846,"Popcorn, microwave, kettle"
2847,"Popcorn, ready-to-eat, NFS"
2848,"Popcorn, ready-to-eat, plain"
2849,"Popcorn, ready-to-eat, plain, light"
2850,"Popcorn, ready-to-eat, low sodium"
2851,"Popcorn, ready-to-eat, butter flavored"
2852,"Popcorn, ready-to-eat, cheese flavored"
2853,"Popcorn, ready-to-eat, flavored, light"
2854,"Popcorn, ready-to-eat, kettle"
2855,"Popcorn, caramel coated"
2856,"Popcorn, caramel coated, with nuts"
2857,"Popcorn, chocolate coated"
2858,"Popcorn chips, plain"
2859,"Popcorn chips, other flavors"
2860,"Popcorn chips, sweet flavors"
2861,Onion flavored rings
2862,Shrimp chips
2863,"Pretzels, NFS"
2864,"Pretzels, hard, NFS"
2865,"Pretzels, hard, plain, salted"
2866,"Pretzels, hard, plain, lightly salted"
2867,"Pretzels, hard, plain, unsalted"
2868,"Pretzels, hard, flavored"
2869,"Pretzels, hard, multigrain"
2870,"Pretzels, hard, plain, gluten free"
2871,"Pretzels, hard, flavored, gluten free"
2872,"Pretzel chips, hard, plain"
2873,"Pretzel chips, hard, flavored"
2874,"Pretzel chips, hard, gluten free"
2875,"Pretzels, hard, coated, NFS"
2876,"Pretzels, hard, chocolate coated"
2877,"Pretzels, hard, white chocolate coated"
2878,"Pretzels, hard, yogurt coated"
2879,"Pretzels, hard, coated, gluten free"
2880,"Pretzels, hard, filled, NFS"
2881,"Pretzels, hard, cheese filled"
2882,"Pretzels, hard, peanut butter filled"
2883,"Pretzels, soft, NFS"
2884,"Pretzels, soft, ready-to-eat, NFS"
2885,"Pretzels, soft, ready-to-eat, salted, buttered"
2886,"Pretzels, soft, ready-to-eat, unsalted, buttered"
2887,"Pretzels, soft, ready-to-eat, salted, no butter"
2888,"Pretzels, soft, ready-to-eat, unsalted, no butter"
2889,"Pretzels, soft, ready-to-eat, cinnamon sugar coated"
2890,"Pretzels, soft, ready-to-eat, coated or flavored"
2891,"Pretzels, soft, ready-to-eat, topped with meat"
2892,"Pretzels, soft, ready-to-eat, topped with cheese"
2893,"Pretzels, soft, from frozen, NFS"
2894,"Pretzels, soft, from frozen, salted"
2895,"Pretzels, soft, from frozen, unsalted"
2896,"Pretzels, soft, from frozen, cinnamon sugar coated"
2897,"Pretzels, soft, from frozen, coated or flavored"
2898,"Pretzels, soft, from frozen, topped with meat"
2899,"Pretzels, soft, from frozen, topped with cheese"
2900,"Pretzels, soft, filled with cheese"
2901,"Pretzels, soft, from school lunch"
2902,"Pretzels, soft, multigrain"
2903,"Pretzels, soft, gluten free"
2904,"Pretzels, soft, gluten free, cinnamon sugar coated"
2905,"Pretzels, soft, gluten free, coated or flavored"
2906,Multigrain chips (Sun Chips)
2907,"Snack mix, plain (Chex Mix)"
2908,Bagel chips
2909,Cracker chips
2910,"Pancakes, NFS"
2911,"Pancakes, plain, frozen"
2912,"Pancakes, fruit, frozen"
2913,"Pancakes, chocolate, frozen"
2914,"Pancakes, whole grain, frozen"
2915,"Pancakes, plain, fast food / restaurant"
2916,"Pancakes, fruit, fast food / restaurant"
2917,"Pancakes, chocolate, fast food / restaurant"
2918,"Pancakes, whole grain, fast food / restaurant"
2919,"Pancakes, school"
2920,"Pancakes, plain"
2921,"Pancakes, plain, reduced fat"
2922,"Pancakes, fruit"
2923,"Pancakes, pumpkin"
2924,"Pancakes, chocolate"
2925,"Pancakes, whole grain"
2926,"Pancakes, whole grain, reduced fat"
2927,"Pancakes, gluten free"
2928,"Waffle, NFS"
2929,"Waffle, plain, frozen"
2930,"Waffle, plain, reduced fat"
2931,"Waffle, fruit, frozen"
2932,"Waffle, chocolate, frozen"
2933,"Waffle, whole grain, frozen"
2934,"Waffle, whole grain, reduced fat"
2935,"Waffle, whole grain, fruit, frozen"
2936,"Waffle, plain, fast food / restaurant"
2937,"Waffle, chocolate, fast food / restaurant"
2938,"Waffle, fruit, fast food / restaurant"
2939,"Waffle, whole grain, fast food / restaurant"
2940,"Waffle, school"
2941,"Waffle, plain"
2942,"Waffle, fruit"
2943,"Waffle, chocolate"
2944,"Waffle, cinnamon"
2945,"Waffle, whole grain"
2946,"Waffle, gluten free"
2947,"French toast, NFS"
2948,"French toast, frozen"
2949,"French toast, fast food / restaurant"
2950,"French toast, school"
2951,"French toast, plain"
2952,"French toast, whole grain"
2953,"French toast, gluten free"
2954,French toast sticks
2955,"French toast sticks, fast food / restaurant"
2956,"French toast sticks, school"
2957,"Crepe, NFS"
2958,"Crepe, plain"
2959,Chinese pancake
2960,"Dumpling, no meat"
2961,Cake made with glutinous rice
2962,Idli
2963,"Dosa, plain"
2964,Cake made with glutinous rice and dried beans
2965,Funnel cake with sugar
2966,Funnel cake with sugar and fruit
2967,"Pasta, vegetable, cooked"
2968,"Noodles, cooked"
2969,"Noodles, whole grain, cooked"
2970,"Noodles, chow mein"
2971,"Long rice noodles, made from mung beans, cooked"
2972,"Rice noodles, cooked"
2973,"Pasta, cooked"
2974,"Pasta, whole grain, cooked"
2975,"Pasta, gluten free"
2976,"Cereal, cooked, NFS"
2977,Barley
2978,Buckwheat groats
2979,"Grits, NFS"
2980,"Grits, regular or quick, made with water, NS as to fat"
2981,"Grits, regular or quick, made with water, no added fat"
2982,"Grits, regular or quick, made with water, fat added"
2983,"Grits, with cheese, NS as to fat"
2984,"Grits, with cheese, no added fat"
2985,"Grits, with cheese, fat added"
2986,"Grits, instant, made with water, no added fat"
2987,"Grits, instant, made with water, fat added"
2988,"Grits, instant, made with water, NS as to fat"
2989,"Cornmeal mush, NS as to fat"
2990,"Cornmeal mush, no added fat"
2991,"Cornmeal mush, fat added"
2992,"Masa harina, cooked"
2993,Millet
2994,"Oatmeal, fast food, plain"
2995,"Oatmeal, fast food, flavored"
2996,"Oatmeal, NFS"
2997,"Oatmeal, regular or quick, made with water, no added fat"
2998,"Oatmeal, regular or quick, made with water, fat added"
2999,"Oatmeal, regular or quick, made with milk, no added fat"
3000,"Oatmeal, regular or quick, made with milk, fat added"
3001,"Oatmeal, regular or quick, made with non-dairy milk, no added fat"
3002,"Oatmeal, regular or quick, made with non-dairy milk, fat added"
3003,"Oatmeal, instant, plain, made with water, no added fat"
3004,"Oatmeal, instant, plain, made with water, fat added"
3005,"Oatmeal, instant, plain, made with milk, no added fat"
3006,"Oatmeal, instant, plain, made with milk, fat added"
3007,"Oatmeal, instant, plain, made with non-dairy milk, no added fat"
3008,"Oatmeal, instant, plain, made with non-dairy milk, fat added"
3009,"Oatmeal, instant, maple flavored, no added fat"
3010,"Oatmeal, instant, maple flavored, fat added"
3011,"Oatmeal, instant, fruit flavored, no added fat"
3012,"Oatmeal, instant, fruit flavored, fat added"
3013,"Oatmeal, reduced sugar"
3014,"Oatmeal, multigrain"
3015,"Quinoa, NS as to fat"
3016,"Quinoa, no added fat"
3017,"Quinoa, fat added"
3018,"Rice, cooked, NFS"
3019,"Rice, white, cooked, NS as to fat"
3020,"Rice, white, cooked, made with oil"
3021,"Rice, white, cooked, made with butter"
3022,"Rice, white, cooked, made with margarine"
3023,"Rice, white, cooked, fat added, NS as to fat type"
3024,"Rice, white, cooked, no added fat"
3025,"Rice, brown, cooked, NS as to fat"
3026,"Rice, brown, cooked, fat added, made with oil"
3027,"Rice, brown, cooked, made with butter"
3028,"Rice, brown, cooked, made with margarine"
3029,"Rice, brown, cooked, fat added, NS as to fat type"
3030,"Rice, brown, cooked, no added fat"
3031,Cream of rice
3032,"Rice, cooked, with milk"
3033,"Rice, sweet, cooked with honey"
3034,Congee
3035,"Yellow rice, cooked, NS as to fat"
3036,"Yellow rice, cooked, no added fat"
3037,"Yellow rice, cooked, fat added"
3038,"Rice, white, cooked, glutinous"
3039,"Rice, wild, 100%, cooked, NS as to fat"
3040,"Rice, wild, 100%, cooked, no added fat"
3041,"Rice, wild, 100%, cooked, fat added"
3042,"Rice, white and wild, cooked, no added fat"
3043,"Rice, brown and wild, cooked, no added fat"
3044,"Rice, white and wild, cooked, fat added"
3045,"Rice, white and wild, cooked, NS as to fat"
3046,"Rice, brown and wild, cooked, fat added"
3047,"Rice, brown and wild, cooked, NS as to fat"
3048,"Rice, white, cooked with fat, Puerto Rican style"
3049,"Cream of wheat, NFS"
3050,"Cream of wheat, regular or quick, made with water, no added fat"
3051,"Cream of wheat, regular or quick, made with water, fat added"
3052,"Cream of wheat, instant, made with water, no added fat"
3053,"Cream of wheat, instant, made with water, fat added"
3054,"Bulgur, no added fat"
3055,"Bulgur, fat added"
3056,"Bulgur, NS as to fat"
3057,"Couscous, plain, cooked"
3058,"Whole wheat cereal, cooked"
3059,"Wheat cereal, chocolate flavored, cooked"
3060,"Oat bran cereal, cooked"
3061,"Cereal, ready-to-eat, NFS"
3062,"Cereal, O's, flavored"
3063,"Cereal, crunch"
3064,"Cereal, O's, plain"
3065,"Cereal, chocolate puffs"
3066,"Cereal, cinnamon toast"
3067,"Cereal, chocolate crispy"
3068,"Cereal, corn squares"
3069,"Cereal, corn flakes, plain"
3070,"Cereal, corn puffs"
3071,"Cereal, rice crispy, plain"
3072,"Cereal, bran flakes, plain"
3073,"Cereal, shredded wheat, flavored"
3074,"Cereal, rice crispy, flavored"
3075,"Cereal, fruit rings"
3076,"Cereal, fruit crispy"
3077,"Cereal, granola"
3078,"Cereal, oat bunches"
3079,"Cereal, corn squares, flavored"
